No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kebonsari;3519010;Kebon Sari;35.19.01
2;Geger;3519020;Geger;35.19.03
3;Dolopo;3519030;Dolopo;35.19.02
4;Dagangan;3519040;Dagangan;35.19.04
5;Wungu;3519050;Wungu;35.19.07
6;Kare;3519060;Kare;35.19.05
7;Gemarang;3519070;Gemarang;35.19.06
8;Saradan;3519080;Saradan;35.19.12
9;Pilangkenceng;3519090;Pilangkenceng;35.19.13
10;Mejayan;3519100;Mejayan;35.19.11
11;Wonoasri;3519110;Wonoasri;35.19.15
12;Balerejo;3519120;Balerejo;35.19.10
13;Madiun;3519130;Madiun;35.19.08
14;Sawahan;3519140;Sawahan;35.19.14
15;Jiwan;3519150;Jiwan;35.19.09
